keyboard,path,targets,touch_target,layoutfile,touch_file,platforms,layers,nondefault_longpress,longpress_beyond_template,flick,multitap,verdict
fv_smalgyax,release/fv/fv_smalgyax/source/fv_smalgyax.kmn,any,yes,yes,yes,tablet,shift|default|numeric,4,4,0,0,DEVELOPED
fv_southern_carrier,release/fv/fv_southern_carrier/source/fv_southern_carrier.kmn,any,yes,yes,yes,tablet,default|Shift|numeric|Bars|Bends|vowels|h|gh|r|w|wh|d|t|t_|b|g|k|k_|n|m|y|j|ch_|l|dl|lh|tl|tl_|z|dz|s|sh|ts|ch|ts_,3,3,0,0,DEVELOPED
fv_southern_tutchone,release/fv/fv_southern_tutchone/source/fv_southern_tutchone.kmn,any,yes,yes,yes,tablet,default|shift|numeric,4,4,0,0,DEVELOPED
fv_statimcets,release/fv/fv_statimcets/source/fv_statimcets.kmn,any,yes,yes,yes,tablet,shift|default|numeric,49,49,0,0,DEVELOPED
fv_stlatlimxec,release/fv/fv_stlatlimxec/source/fv_stlatlimxec.kmn,any,yes,yes,yes,tablet,shift|default|numeric,56,56,0,0,DEVELOPED
fv_swampy_cree,release/fv/fv_swampy_cree/source/fv_swampy_cree.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,20,20,0,0,DEVELOPED
fv_tagizi_dene,release/fv/fv_tagizi_dene/source/fv_tagizi_dene.kmn,any,yes,yes,yes,tablet,default|shift|numeric,2,2,0,0,DEVELOPED
fv_taltan,release/fv/fv_taltan/source/fv_taltan.kmn,any,yes,yes,yes,tablet,shift|default|numeric,18,18,0,0,DEVELOPED
fv_tlicho_yatii,release/fv/fv_tlicho_yatii/source/fv_tlicho_yatii.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,32,32,0,0,DEVELOPED
fv_tlingit,release/fv/fv_tlingit/source/fv_tlingit.kmn,any,yes,yes,yes,tablet,default|shift|numeric,38,38,0,0,DEVELOPED
fv_tlingityooxatangi,release/fv/fv_tlingityooxatangi/source/fv_tlingityooxatangi.kmn,any,yes,yes,yes,tablet,default|shift|numeric,26,26,0,0,DEVELOPED
fv_tsekehne,release/fv/fv_tsekehne/source/fv_tsekehne.kmn,any,yes,yes,yes,tablet,shift|default|numeric,39,39,0,0,DEVELOPED
fv_tsilhqotin,release/fv/fv_tsilhqotin/source/fv_tsilhqotin.kmn,any,yes,yes,yes,tablet,shift|default|numeric,22,22,0,0,DEVELOPED
fv_tsuutina,release/fv/fv_tsuutina/source/fv_tsuutina.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,30,30,0,0,DEVELOPED
fv_uummarmiutun,release/fv/fv_uummarmiutun/source/fv_uummarmiutun.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,6,6,0,0,DEVELOPED
fv_uwikala,release/fv/fv_uwikala/source/fv_uwikala.kmn,any,yes,yes,yes,tablet,default|shift|numeric,63,63,0,0,DEVELOPED
fv_wendat,release/fv/fv_wendat/source/fv_wendat.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,12,12,0,0,DEVELOPED
fv_wobanakiodwawogan,release/fv/fv_wobanakiodwawogan/source/fv_wobanakiodwawogan.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,6,6,0,0,DEVELOPED
fv_xaislakala,release/fv/fv_xaislakala/source/fv_xaislakala.kmn,any,yes,yes,yes,tablet,shift|default|numeric,26,26,0,0,DEVELOPED
ga,release/g/ga/source/ga.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
galaxie_greek_mnemonic,release/g/galaxie_greek_mnemonic/source/galaxie_greek_mnemonic.kmn,web desktop,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
galaxie_greek_positional,release/g/galaxie_greek_positional/source/galaxie_greek_positional.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
galaxie_hebrew_mnemonic,release/g/galaxie_hebrew_mnemonic/source/galaxie_hebrew_mnemonic.kmn,web desktop,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
galaxie_hebrew_positional,release/g/galaxie_hebrew_positional/source/galaxie_hebrew_positional.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
gandhari,release/g/gandhari/source/gandhari.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
geba_karen_latn,release/g/geba_karen_latn/source/geba_karen_latn.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
geba_karen_mymr,release/g/geba_karen_mymr/source/geba_karen_mymr.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
geezbrhan,release/g/geezbrhan/source/geezbrhan.kmn,desktop,no,no,no,,,0,0,0,0,DESKTOP_ONLY
geezword_amharic,release/g/geezword_amharic/source/geezword_amharic.kmn,any,yes,yes,yes,phone+tablet,default|shift|numeric,943,943,0,12,DEVELOPED
geezword_tigrinya,release/g/geezword_tigrinya/source/geezword_tigrinya.kmn,any,yes,yes,yes,phone+tablet,default|shift|numeric,898,898,1,11,DEVELOPED
german_enhanced,release/g/german_enhanced/source/german_enhanced.kmn,any,yes,yes,yes,tablet,default|shift|rightalt,1,1,0,0,DEVELOPED
ghana,release/g/ghana/source/ghana.kmn,any,yes,yes,yes,phone,default|shift|numeric|symbol,25,25,0,0,DEVELOPED
gilaki,release/g/gilaki/source/gilaki.kmn,any,yes,yes,yes,tablet+phone,default|shift|numeric|symbol,67,67,0,0,DEVELOPED
gilaki_phonetic,release/g/gilaki_phonetic/source/gilaki_phonetic.kmn,any,yes,yes,yes,tablet+phone,default|shift|numeric,27,27,0,0,DEVELOPED
glagolitic_phonetic,release/g/glagolitic_phonetic/source/glagolitic_phonetic.kmn,any,yes,yes,yes,tablet,default|numeric|shift,32,32,0,0,DEVELOPED
gondi_dev,release/g/gondi_dev/source/gondi_dev.kmn,any,yes,yes,yes,tablet,default|shift|numeric,156,156,0,0,DEVELOPED
gondi_gunjala,release/g/gondi_gunjala/source/gondi_gunjala.kmn,any,yes,yes,yes,tablet,default|shift|numeric,18,18,0,0,DEVELOPED
gondi_gunjala_inscript,release/g/gondi_gunjala_inscript/source/gondi_gunjala_inscript.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
gondi_tel,release/g/gondi_tel/source/gondi_tel.kmn,any,yes,yes,yes,tablet,default|shift|numeric,168,168,0,0,DEVELOPED
grantha_inscript,release/g/grantha_inscript/source/grantha_inscript.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
greek_polytonic_plus,release/g/greek_polytonic_plus/source/greek_polytonic_plus.kmn,desktop web,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
greek_tonizo,release/g/greek_tonizo/source/greek_tonizo.kmn,any,yes,yes,yes,phone,default|shift|numeric|caps|alt,42,42,0,3,DEVELOPED
greekclassical,release/g/greekclassical/source/greekclassical.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
gautami_bangla_bengali,release/gautami/gautami_bangla_bengali/source/gautami_bangla_bengali.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
gautami_devanagari,release/gautami/gautami_devanagari/source/gautami_devanagari.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
gautami_inditran,release/gautami/gautami_inditran/source/gautami_inditran.kmn,windows macosx linux web desktop,yes,no,yes,phone,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
gautami_thamizh_tamil,release/gautami/gautami_thamizh_tamil/source/gautami_thamizh_tamil.kmn,any,yes,yes,yes,tablet+phone,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
gff-amh-7,release/gff/gff_amh_7/extra/old-source/gff-amh-7.kmn,any windows,yes,yes,no,,,0,0,0,0,DESKTOP_ONLY
gff-amh-7,release/gff/gff_amh_7/extra/original/gff-amh-7.kmn,(none),no,no,no,,,0,0,0,0,DESKTOP_ONLY
gff-amh-7,release/gff/gff_amh_7/extra/touch-optimised/gff-amh-7.kmn,(none),no,yes,no,,,0,0,0,0,DESKTOP_ONLY
gff_amh_7,release/gff/gff_amh_7/source/gff_amh_7.kmn,windows macosx linux desktop,no,yes,no,,,0,0,0,0,DESKTOP_ONLY
gff_amharic,release/gff/gff_amharic/source/gff_amharic.kmn,any,yes,yes,yes,phone+tablet,default|ሀ-layer|ለ-layer|ሐ-layer|መ-layer|ሠ-layer|ረ-layer|ሰ-layer|ሸ-layer|ቀ-layer|ቐ-layer|በ-layer|ቨ-layer|ተ-layer|ቸ-layer|ኀ-layer|ነ-layer|ኘ-layer|አ-layer|ከ-layer|ኸ-layer|ወ-layer|ዐ-layer|ዘ-layer|ዠ-layer|የ-layer|ደ-layer|ጀ-layer|ገ-layer|ጘ-layer|ጠ-layer|ጨ-layer|ጰ-layer|ጸ-layer|ፀ-layer|ፈ-layer|ፐ-layer|punctuation|punctuation-2|amharic-extra|amharic-etens-extra|amharic-tens-extra|ሠ-extra|ቐ-extra|ቨ-extra|ኀ-extra|ዠ-extra|ኸ-extra|ጘ-extra|ፀ-extra|ፐ-extra|latin-punct-layer|ethio-punct-layer|𞟠-extra|ዀ-extra|𞟨-extra|ᎀ-extra|ᎈ-extra,23067,23067,1217,2925,DEVELOPED
gff_amharic_classic,release/gff/gff_amharic_classic/source/gff_amharic_classic.kmn,web mobile,yes,yes,yes,phone+tablet,default|ሀ-layer|ለ-layer|ሐ-layer|መ-layer|ሠ-layer|ረ-layer|ሰ-layer|ሸ-layer|ቀ-layer|ቐ-layer|በ-layer|ቨ-layer|ተ-layer|ቸ-layer|ኀ-layer|ነ-layer|ኘ-layer|አ-layer|ከ-layer|ኸ-layer|ወ-layer|ዐ-layer|ዘ-layer|ዠ-layer|የ-layer|ደ-layer|ጀ-layer|ገ-layer|ጘ-layer|ጠ-layer|ጨ-layer|ጰ-layer|ጸ-layer|ፀ-layer|ፈ-layer|ፐ-layer|𞟠-layer|punctuation|punctuation-2|ethiopic-punctuation|latin-punct-layer|ethio-punct-layer|shift,16882,16882,3070,1749,DEVELOPED
gff-ximtanga-7,release/gff/gff_awngi_xamtanga/extras/gff-ximtanga-7.kmn,(none),no,no,no,,,0,0,0,0,DESKTOP_ONLY
gff_awngi_xamtanga,release/gff/gff_awngi_xamtanga/source/gff_awngi_xamtanga.kmn,any,yes,yes,yes,phone+tablet,default|ሀ-layer|ለ-layer|ሐ-layer|መ-layer|ሠ-layer|ረ-layer|ሰ-layer|ሸ-layer|ቀ-layer|ቈ-layer|ቐ-layer|ቘ-layer|በ-layer|ቨ-layer|ተ-layer|ቸ-layer|ኀ-layer|ኈ-layer|ነ-layer|ኘ-layer|አ-layer|ከ-layer|ኰ-layer|ኸ-layer|ዀ-layer|ወ-layer|ዐ-layer|ዘ-layer|ዠ-layer|የ-layer|ደ-layer|ዸ-layer|ጀ-layer|ገ-layer|ጐ-layer|ጘ-layer|ጠ-layer|ጨ-layer|ጰ-layer|ጸ-layer|ፀ-layer|ፈ-layer|ፐ-layer|ⶓ-layer|𞟠-layer|punctuation|punctuation-2|ethiopic-punctuation,1254,1254,0,0,DEVELOPED
gff_blin,release/gff/gff_blin/source/gff_blin.kmn,any,yes,yes,yes,phone+tablet,default|ሀ-layer|ለ-layer|ሐ-layer|መ-layer|ሠ-layer|ረ-layer|ሰ-layer|ሸ-layer|ቀ-layer|ቈ-layer|ቐ-layer|ቘ-layer|በ-layer|ቨ-layer|ተ-layer|ነ-layer|ኘ-layer|አ-layer|ከ-layer|ኰ-layer|ኸ-layer|ዀ-layer|ወ-layer|ዐ-layer|የ-layer|ደ-layer|ጀ-layer|ገ-layer|ጐ-layer|ጘ-layer|ⶓ-layer|ጠ-layer|ጨ-layer|ጰ-layer|ፈ-layer|ፐ-layer|punctuation|punctuation-2|blin-extra|ሠ-extra|ቨ-extra|ቸ-extra|ኀ-extra|ኈ-extra|ኘ-extra|ዘ-extra|ዠ-extra|ጰ-extra|ጸ-extra|ፀ-extra|ፐ-extra|ቸ-layer|ዘ-layer|ዠ-layer,1669,1669,0,0,DEVELOPED
gff_ethiopic,release/gff/gff_ethiopic/source/gff_ethiopic.kmn,any,yes,yes,yes,phone+tablet,default|ሀ-layer|ለ-layer|ሐ-layer|መ-layer|ሠ-layer|ረ-layer|ሰ-layer|ሸ-layer|ቀ-layer|ቈ-layer|ቐ-layer|ቘ-layer|በ-layer|ቨ-layer|ተ-layer|ቸ-layer|ኀ-layer|ኈ-layer|ነ-layer|ኘ-layer|አ-layer|ከ-layer|ኰ-layer|ኸ-layer|ዀ-layer|ወ-layer|ዐ-layer|ዘ-layer|ዠ-layer|የ-layer|ደ-layer|ጀ-layer|ገ-layer|ጐ-layer|ጘ-layer|ጠ-layer|ጨ-layer|ጰ-layer|ጸ-layer|ፀ-layer|ፈ-layer|ፐ-layer|ᎀ-layer|ᎄ-layer|ᎈ-layer|ᎌ-layer|ⶓ-layer|𞟠-layer|𞟨-layer|punctuation|punctuation-2|ethiopic-punctuation|legacy-default|legacy-ኀ-extra|legacy-ኈ-extra|legacy-ዸ-extra|legacy-ⶠ-extra|legacy-ⶨ-extra|legacy-ⶰ-extra|legacy-ⶸ-extra|legacy-ⷀ-extra|legacy-ⷈ-extra|legacy-ⷐ-extra|legacy-ⷘ-extra|legacy-ꬁ-extra|legacy-ꬉ-extra|legacy-ꬑ-extra|legacy-ꬠ-extra|legacy-ꬨ-extra|ዸ-layer,1840,1840,0,0,DEVELOPED
gff_ethiopic_7,release/gff/gff_ethiopic_7/source/gff_ethiopic_7.kmn,desktop,no,no,no,,,0,0,0,0,DESKTOP_ONLY
gff_geez,release/gff/gff_geez/source/gff_geez.kmn,web desktop,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
gff-xst-7,release/gff/gff_gurage/extras/gff-xst-7.kmn,(none),no,no,no,,,0,0,0,0,DESKTOP_ONLY
gff_gurage,release/gff/gff_gurage/source/gff_gurage.kmn,any,yes,yes,yes,phone+tablet,default|ለ-layer|ሐ-layer|መ-layer|ረ-layer|ሰ-layer|ሸ-layer|ቀ-layer|ቈ-layer|ቐ-layer|በ-layer|ቨ-layer|ተ-layer|ቸ-layer|ነ-layer|ኘ-layer|አ-layer|ከ-layer|ኰ-layer|ኸ-layer|ወ-layer|ዘ-layer|ዠ-layer|የ-layer|ደ-layer|ጀ-layer|ገ-layer|ጐ-layer|ጘ-layer|ጠ-layer|ጨ-layer|ጰ-layer|ፈ-layer|ፐ-layer|ᎀ-layer|ᎄ-layer|ᎈ-layer|ᎌ-layer|𞟠-layer|𞟨-layer|punctuation|punctuation-2|ethiopic-punctuation|gurage-extra|ሀ-extra|ሠ-extra|ቨ-extra|ኀ-extra|ኘ-extra|ኸ-extra|ዐ-extra|ዠ-extra|ዸ-extra|ጰ-extra|ጸ-extra|ፀ-extra|ሀ-layer|ሠ-layer|ኀ-layer|ኈ-layer|ዐ-layer|ዸ-layer|ጸ-layer|ፀ-layer,3247,3247,0,0,DEVELOPED
gff_gurage_legacy,release/gff/gff_gurage_legacy/source/gff_gurage_legacy.kmn,any,yes,yes,yes,phone,default|non-gurage|punctuation|punctuation-2,387,387,0,0,DEVELOPED
gff-har-7,release/gff/gff_harari/extras/gff-har-7.kmn,(none),no,no,no,,,0,0,0,0,DESKTOP_ONLY
gff_harari,release/gff/gff_harari/source/gff_harari.kmn,any,yes,yes,yes,phone+tablet,default|ሀ-layer|ለ-layer|ሐ-layer|መ-layer|ሠ-layer|ረ-layer|ሰ-layer|ሸ-layer|ቀ-layer|በ-layer|ቨ-layer|ተ-layer|ቸ-layer|ኀ-layer|ነ-layer|ኘ-layer|አ-layer|ከ-layer|ኸ-layer|ወ-layer|ዐ-layer|ዘ-layer|ዠ-layer|የ-layer|ደ-layer|ጀ-layer|ገ-layer|ጠ-layer|ጨ-layer|ጰ-layer|ጸ-layer|ፀ-layer|ፈ-layer|ፐ-layer|punctuation|punctuation-2|harari-extra-labiovelar|ቈ-layer|ኈ-layer|ኰ-layer|ዀ-layer|ጐ-layer|harari-extra|harari-etens-extra|harari-hundreds-extra|ቐ-extra|ቘ-extra|ዸ-extra|ጘ-extra|ⶓ-extra|𞟠-extra|ቐ-layer|ዸ-layer|ጘ-layer|𞟠-layer|ቐ-extra-labiovelar|ቘ-layer|ዸ-extra-labiovelar|ጘ-extra-labiovelar|ᎀ-layer|ᎄ-layer|ᎈ-layer|ᎌ-layer|ⶓ-layer|𞟠-extra-labiovelar|𞟨-layer,3646,3646,0,0,DEVELOPED
gff_harege_fidelat,release/gff/gff_harege_fidelat/source/gff_harege_fidelat.kmn,mobile,yes,yes,yes,phone,default|template|ሀ-layer|ለ-layer|ሐ-layer|𞟨-layer|መ-layer|ᎀ-layer|ሠ-layer|ረ-layer|ሰ-layer|ሸ-layer|ቀ-layer|ቈ-layer|ቐ-layer|ቘ-layer|በ-layer|ᎄ-layer|ቨ-layer|ተ-layer|ቸ-layer|ኀ-layer|ኈ-layer|ነ-layer|ኘ-layer|አ-layer|ከ-layer|ኰ-layer|ኸ-layer|ዀ-layer|ወ-layer|ዐ-layer|ዘ-layer|ዠ-layer|የ-layer|ደ-layer|ዸ-layer|ጀ-layer|ገ-layer|ጐ-layer|ጘ-layer|ⶓ-layer|ጠ-layer|ጨ-layer|ጰ-layer|ጸ-layer|ፀ-layer|ፈ-layer|ᎈ-layer|ፐ-layer|ᎌ-layer|𞟠-layer|numerals|punctuation,495,495,0,0,DEVELOPED
gff_mesobe_fidelat,release/gff/gff_mesobe_fidelat/source/gff_mesobe_fidelat.kmn,mobile,yes,yes,yes,phone+tablet,default|ሀ-layer|ለ-layer|ሐ-layer|መ-layer|ሠ-layer|ረ-layer|ሰ-layer|ሸ-layer|ቀ-layer|ቐ-layer|በ-layer|ቨ-layer|ተ-layer|ቸ-layer|ኀ-layer|ነ-layer|ኘ-layer|አ-layer|ከ-layer|ኸ-layer|ወ-layer|ዐ-layer|ዘ-layer|ዠ-layer|የ-layer|ደ-layer|ዸ-layer|ጀ-layer|ገ-layer|ጘ-layer|ጠ-layer|ጨ-layer|ጰ-layer|ጸ-layer|ፀ-layer|ፈ-layer|ፐ-layer|𞟠-layer|numerals|punctuation|punctuation-2,29744,29744,0,0,DEVELOPED
gff_musnad,release/gff/gff_musnad/source/gff_musnad.kmn,any,yes,yes,yes,tablet,default,5,5,0,0,DEVELOPED
gff_tigre,release/gff/gff_tigre/source/gff_tigre.kmn,any,yes,yes,yes,phone+tablet,default|ሀ-layer|ለ-layer|ሐ-layer|መ-layer|ረ-layer|ሰ-layer|ሸ-layer|ቀ-layer|ቈ-layer|በ-layer|ቨ-layer|ተ-layer|ቸ-layer|ነ-layer|ኘ-layer|አ-layer|ከ-layer|ኰ-layer|ኸ-layer|ዀ-layer|ወ-layer|ዐ-layer|ዘ-layer|ዠ-layer|የ-layer|ደ-layer|ጀ-layer|ገ-layer|ጐ-layer|ጠ-layer|ጨ-layer|ጰ-layer|ጸ-layer|ፈ-layer|ፐ-layer|punctuation|punctuation-2|ethiopic-punctuation|tigre-extra|ሠ-extra|ቐ-extra|ቘ-extra|ቨ-extra|ቸ-extra|ኀ-extra|ኈ-extra|ኘ-extra|ዠ-extra|ዸ-extra|ጘ-extra|ⶓ-extra|ጰ-extra|ፀ-extra|𞟠-extra|ሠ-layer|ቐ-layer|ቘ-layer|ኀ-layer|ኈ-layer|ጘ-layer|ፀ-layer|ⶓ-layer,1724,1724,0,0,DEVELOPED
gff_tigrinya_eritrea,release/gff/gff_tigrinya_eritrea/source/gff_tigrinya_eritrea.kmn,any,yes,yes,yes,phone+tablet,default|ሀ-layer|ለ-layer|ሐ-layer|መ-layer|ሠ-layer|ረ-layer|ሰ-layer|ሸ-layer|ቀ-layer|ቈ-layer|ቐ-layer|ቘ-layer|በ-layer|ቨ-layer|ተ-layer|ቸ-layer|ኀ-layer|ኈ-layer|ነ-layer|ኘ-layer|አ-layer|ከ-layer|ኰ-layer|ኸ-layer|ዀ-layer|ወ-layer|ዐ-layer|ዘ-layer|ዠ-layer|የ-layer|ደ-layer|ዸ-layer|ጀ-layer|ገ-layer|ጐ-layer|ጠ-layer|ጨ-layer|ጰ-layer|ጸ-layer|ፀ-layer|ፈ-layer|ፐ-layer|punctuation|punctuation-2|ethiopic-punctuation|tigrinya-extra|ሠ-extra|ቨ-extra|ቸ-extra|ኀ-extra|ኈ-extra|ኘ-extra|ዠ-extra|ዸ-extra|ጘ-extra|ⶓ-extra|ጨ-extra|ጰ-extra|ፀ-extra|𞟠-extra|ጘ-layer|ⶓ-layer|𞟠-layer,1870,1870,0,0,DEVELOPED
gff_tigrinya_ethiopia,release/gff/gff_tigrinya_ethiopia/source/gff_tigrinya_ethiopia.kmn,any,yes,yes,yes,phone+tablet,default|ሀ-layer|ለ-layer|ሐ-layer|መ-layer|ሠ-layer|ረ-layer|ሰ-layer|ሸ-layer|ቀ-layer|ቈ-layer|ቐ-layer|ቘ-layer|በ-layer|ቨ-layer|ተ-layer|ቸ-layer|ኀ-layer|ኈ-layer|ነ-layer|ኘ-layer|አ-layer|ከ-layer|ኰ-layer|ኸ-layer|ዀ-layer|ወ-layer|ዐ-layer|ዘ-layer|ዠ-layer|የ-layer|ደ-layer|ዸ-layer|ጀ-layer|ገ-layer|ጐ-layer|ጠ-layer|ጨ-layer|ጰ-layer|ጸ-layer|ፀ-layer|ፈ-layer|ፐ-layer|punctuation|punctuation-2|ethiopic-punctuation|tigrinya-extra|ሠ-extra|ቨ-extra|ቸ-extra|ኀ-extra|ኈ-extra|ኘ-extra|ዠ-extra|ዸ-extra|ጘ-extra|ⶓ-extra|ጨ-extra|ጰ-extra|ፀ-extra|𞟠-extra|ጘ-layer|ⶓ-layer|𞟠-layer,1853,1853,0,0,DEVELOPED
hainam,release/h/hainam/source/hainam.kmn,any,yes,yes,yes,tablet,default|shift|numeric,36,14,0,0,DEVELOPED
hakka,release/h/hakka/source/hakka.kmn,any,yes,yes,yes,tablet,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
hanifi_rohingya,release/h/hanifi_rohingya/source/hanifi_rohingya.kmn,any,yes,yes,yes,phone,default|shift|numeric,2,2,0,0,DEVELOPED
hanifi_rohingya_alternate,release/h/hanifi_rohingya_alternate/source/hanifi_rohingya_alternate.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
hanunoo,release/h/hanunoo/source/hanunoo.kmn,any,yes,yes,yes,phone,default|numeric,0,0,0,0,DEFAULT_SCAFFOLD
haroi,release/h/haroi/source/haroi.kmn,any,yes,yes,yes,tablet,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
hatran_inscript,release/h/hatran_inscript/source/hatran_inscript.kmn,any,yes,yes,yes,phone,default,0,0,0,0,DEFAULT_SCAFFOLD
hausa_ajami_qwerty,release/h/hausa_ajami_qwerty/source/hausa_ajami_qwerty.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
hausa_kano,release/h/hausa_kano/source/hausa_kano.kmn,any,yes,yes,yes,phone,default|shift|numeric,7,7,0,0,DEVELOPED
hcesar,release/h/hcesar/source/hcesar.kmn,any,yes,yes,yes,tablet,default|rightalt|shift,22,22,0,0,DEVELOPED
hieroglyphic,release/h/hieroglyphic/source/hieroglyphic.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
himyarit_musnad,release/h/himyarit_musnad/source/himyarit_musnad.kmn,any,yes,yes,yes,phone,default|Arabic|English_Lower|Punctuation,40,40,0,0,DEVELOPED
hindi_modular,release/h/hindi_modular/source/hindi_modular.kmn,any,yes,yes,yes,tablet,default|rightalt|shift,0,0,0,0,DEFAULT_SCAFFOLD
ho_latin,release/h/ho_latin/source/ho_latin.kmn,any,yes,yes,yes,phone,default|lower|shiftlock|shift|numeric,20,20,0,14,DEVELOPED
holikachuk,release/h/holikachuk/source/holikachuk.kmn,any,yes,yes,yes,tablet,default|leftctrl-leftalt|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
horami,release/h/horami/source/horami.kmn,any,yes,yes,yes,phone,default|shift|numeric,10,10,0,0,DEVELOPED
ibono_chwerty,release/i/ibono_chwerty/source/ibono_chwerty.kmn,any,yes,yes,yes,tablet,default|shift|caps|num|alt,316,285,0,0,DEVELOPED
idc_deseret,release/i/idc_deseret/source/idc_deseret.kmn,desktop web,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
idoma,release/i/idoma/source/idoma.kmn,any,yes,yes,yes,phone,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
inddv,release/i/inddv/source/inddv.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
indigenous_nt,release/i/indigenous_nt/source/indigenous_nt.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol|rightalt|rightalt-shift,118,77,0,0,DEVELOPED
indonesia,release/i/indonesia/source/indonesia.kmn,any,yes,yes,yes,tablet,default|shift|symbols|numeric|capital|withnumbers|shiftwithnumbers|capitalwithnumbers,20,20,0,0,DEVELOPED
indonesian_suku,release/i/indonesian_suku/source/indonesian_suku.kmn,any,yes,yes,yes,tablet,default|shift|numeric,29,11,0,0,DEVELOPED
inscriptional_pahlavi_phonetic,release/i/inscriptional_pahlavi_phonetic/source/inscriptional_pahlavi_phonetic.kmn,any,yes,yes,yes,tablet,default|shift,10,10,0,0,DEVELOPED
inscriptional_parthian_phonetic,release/i/inscriptional_parthian_phonetic/source/inscriptional_parthian_phonetic.kmn,any,yes,yes,yes,phone,default|numeric,4,4,0,0,DEVELOPED
inuktitut_latin,release/i/inuktitut_latin/source/inuktitut_latin.kmn,mobile,yes,yes,yes,tablet,default|shift|numeric,8,8,0,0,DEVELOPED
inuktitut_naqittaut,release/i/inuktitut_naqittaut/source/inuktitut_naqittaut.kmn,any,yes,yes,yes,tablet,default|more|symbol,110,110,0,0,DEVELOPED
inuktitut_pirurvik,release/i/inuktitut_pirurvik/source/inuktitut_pirurvik.kmn,tablet mobile,yes,yes,yes,tablet,default|numeric,1,1,0,0,DEVELOPED
itrans_bengali,release/itrans/itrans_bengali/source/itrans_bengali.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
itrans_devanagari_hindi,release/itrans/itrans_devanagari_hindi/source/itrans_devanagari_hindi.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
itrans_devanagari_sanskrit_vedic,release/itrans/itrans_devanagari_sanskrit_vedic/source/itrans_devanagari_sanskrit_vedic.kmn,any,yes,yes,yes,tablet,default|rightctrl|rightalt|shift,0,0,0,0,DEFAULT_SCAFFOLD
itrans_gujarati,release/itrans/itrans_gujarati/source/itrans_gujarati.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
itrans_gurmukhi,release/itrans/itrans_gurmukhi/source/itrans_gurmukhi.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
itrans_odia,release/itrans/itrans_odia/source/itrans_odia.kmn,any,yes,yes,yes,tablet,default|rightctrl|shift,0,0,0,0,DEFAULT_SCAFFOLD
itrans_roman,release/itrans/itrans_roman/source/itrans_roman.kmn,any,yes,no,yes,tablet+phone,default|shift|numeric|symbol,122,0,0,0,DEFAULT_SCAFFOLD
